latitude,longitude,hour,PM2.5_Pred,PM10_Pred
25.47325983014931,78.6753899679512,3,164.58128664669314,62.696299431606406
24.025395908578915,81.53615886282701,4,63.586237149600855,200.43066655378743
19.236636717586855,81.95705846366019,5,144.98230022128888,231.53084734124008
15.268250080047332,82.51649537142445,6,111.915475456911,165.51169796923605
18.199180926497554,77.14263580331196,7,90.77785843862387,160.1504774791955
24.87933150926058,83.40664991963732,8,178.80140035107098,164.29564119841575
20.64255929157605,77.81582715072513,9,48.654564457017614,163.64623142676646
26.332750345965135,80.48713353074845,10,99.20133786423949,204.46543167473996
21.720624428848403,83.1958818857023,1,143.19852540216306,134.4574985420251
25.21478305795822,79.07640844549698,2,55.62519315233561,111.2124348054715
13.647074225331734,84.51627351315004,3,109.40112347548957,220.0446083258351
16.58448745744461,84.65164333146896,4,114.938145883897,135.85250901191512
23.750741572960106,80.53115761211438,5,162.70088405078047,240.96664592736573
18.575089725138678,76.70902901116428,6,128.48679690431118,87.64710703276009
27.872431753674547,84.38377234324356,7,165.27019307095662,234.30309418561993
21.887614010154227,84.85972328611318,8,86.47088112336822,239.76500336392257
24.98271154559895,84.77937661754342,9,98.97191578337734,217.5933768203819
22.380077709753554,78.46999611823261,10,54.29558362690479,151.15110326488318
19.76362688587127,80.7608592938229,1,92.09759286223743,198.8484114790737
18.113921459348827,83.32153954552676,2,88.07627048667095,247.38519552276702
26.464214835124373,84.49142969539648,3,153.90696981395917,229.49745248791984
24.701103355345488,78.59070718286063,4,67.50930112490516,104.57764627880405
24.844832129764356,76.14647915866345,5,97.63271950726437,202.4195845802612
20.929556487134178,78.14918369765392,6,135.71446089563682,222.37587791728052
13.832162083028816,79.11191085222323,7,178.51670732246924,241.39983700802333
18.656122932088934,75.12016797700709,8,176.09167555248237,91.0614079945417
23.57531614942812,75.38125631329923,9,114.32455628624642,241.92958180783603
26.545580892536186,75.12464988099461,10,179.5698557202536,119.25814178587272
24.073217523389644,76.52075677054474,1,70.50831528988815,78.04952460175454
16.223723102165028,80.27666634486619,2,141.12877729710516,105.71192112050565
12.826433240901807,77.71619185467277,3,110.48755923151467,139.39437601535496
14.313590355060922,80.42714464161844,4,161.3299717081797,139.103106235439
26.90026576812601,82.64342863446899,5,179.16387940078658,179.59135975598986
15.37846280656734,82.87520555474347,6,102.83160214061269,93.16882351016554
21.01477817168925,77.32981103011846,7,50.843661552001734,188.77104711848247
16.20396616789068,84.7060744865455,8,174.1291605729264,60.552093326708786
18.237086046977993,78.61007407165513,9,174.7668033898652,79.46893224711586
24.43280781313813,82.43755899204625,10,77.06367079002982,105.04333713417907
21.71383535797789,81.22099958403672,1,79.98673624088175,169.9461629044651
25.215354774295314,79.80879872005026,2,69.94485832165694,158.89036455108925
19.923655834280897,81.9307270099205,3,108.81826066888482,207.31407648924147
21.407831653126365,76.32853928370626,4,165.7485206463861,66.1806909156413
12.649430638432802,76.53112702704932,5,41.28875259474613,97.20439530957627
25.66295728630251,75.37180666095006,6,100.75989801568937,237.16654222822442
24.11836623410613,78.10873575917499,7,60.14142259676551,234.35013087008835
22.64406322399799,75.80274242940337,8,100.17090816733545,238.11134767024987
27.704825905454808,83.08648980147443,9,136.54125242855045,211.28497485978312
18.18641249014852,79.95178316746936,10,113.2031884253563,104.36474949865482
12.117405938430414,77.33088897220745,1,76.35370428607261,123.91465311047929
13.064437668424013,79.18777434139616,2,147.22771494164743,60.5350366111711
16.316221657522476,84.06716122647957,3,159.86077535371845,143.5507296170342
12.640995407926905,79.03080370245958,4,136.190320132924,110.78296801142668
20.035950430478636,80.08187928435905,5,53.828418459635856,204.83181830010852
26.466650348900128,79.6901820530544,6,52.433474680592795,65.99205812424641
13.389620080387745,76.37744210979463,7,163.2416232889799,231.0097453722945
13.873644474934816,80.9008061812758,8,179.69310253311113,117.93577665625736
27.66269482177559,83.80516532647258,9,157.76987639541167,112.50147027409528
21.918494711755404,79.06787279989231,10,130.09976305820106,175.92119147770154
25.598993655305897,80.54710594178144,1,171.75528712033176,232.47548089809158
14.273815330347883,75.38617037427551,2,98.98916145461817,128.58341235076097
18.48615075142188,77.17048433787785,3,145.95638181891778,88.19061552926115
15.886227159086484,75.97511561080488,4,173.90239416100562,124.30746962970575
25.85519967377826,80.0815025234227,5,72.22053487638735,146.06664271653366
20.12324247705393,78.48782544547673,6,86.59906031029043,229.5697873491268
17.405273854945044,84.14166317534722,7,120.18590478504146,239.4122722531053
15.869754589491514,75.91925515479129,8,96.52612035756897,222.79662179966923
17.44201099673812,77.42008519559496,9,151.155518618534,109.84334605577587
17.31223791993346,76.64322519150649,10,65.68225466686917,245.4402568232722
27.73789623668306,82.26146767327673,1,81.01765373362467,221.0810498543035
24.083906595503983,80.61810033029212,2,50.00584577967241,143.20608447420727
26.877782693375657,79.16470772827549,3,72.34257309625525,128.935619169215
16.913227851517803,83.64407873102992,4,120.62760017301208,103.71043589655713
25.07129363941838,77.08161831917872,5,173.15838939552353,161.25396762239336
27.484752212451674,83.47440951411299,6,59.69336710895766,197.3048648463583
18.681918087958582,84.98562975357859,7,61.396663919172425,216.0070041190076
18.334653722327054,81.88960596306487,8,135.7674817816389,152.32472846737164
21.473969501772444,75.19494019327688,9,146.7775487684862,199.49900523773832
16.49082314762829,81.9276574578214,10,115.52827648374719,176.49258764860951
12.271558206941927,77.4108785566611,1,63.286146724939655,211.4222434701633
27.230838693894135,84.29120378582587,2,120.55381015975871,131.5103381187067
21.253553503119676,81.88730393464633,3,138.7599924117788,118.06144231406827
21.65801926513918,79.60054252068184,4,157.85721573207937,133.40897167979992
12.195115142031366,77.39475359864208,5,96.31161069196294,243.1018734224399
12.599325138739658,75.82740569625116,6,135.53466395875517,247.3091589709915
19.14382807755844,84.23152361906799,7,101.01785718148332,213.21087615533392
13.651365516749088,82.06533962626048,8,138.54017021428268,115.07093705532205
17.234003416659018,75.39158269717147,9,163.33575659004617,154.6474225501046
26.508934161663937,78.53372911894331,10,122.56235795130037,192.0008754034808
22.987286910456838,75.94772027313549,1,42.29498499235447,204.9375510118371
17.785497207206504,80.4964577159878,2,104.31465592622651,102.5242103122659
14.330557549060497,79.10548483079394,3,69.92857653366161,179.91704028287705
18.039415603994264,77.52132561470589,4,120.03730772077128,102.13832638205437
18.437095708798033,78.49941728616795,5,85.95552464901837,168.70198169766684
19.082536888719396,80.37034724698164,6,160.34954053036682,76.79853209809116
27.061044558067685,81.19816199062433,7,118.77947337343481,238.1975559732213
12.82312173261657,80.09146151063162,8,43.80150545394847,75.1218373970668
24.00175601228572,81.27859844955736,9,85.6276373425207,64.01869101314391
17.07722074023235,79.83569930999911,10,132.93572554675848,182.4501455169396
